,Airline_Mentioned,Attribute_Mentioned
6892,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6893,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6894,['spirit_airline'],"['check-in_boarding', 'comfort', 'monetary_values']"
6895,['spirit_airline'],['monetary_values']
6896,['spirit_airline'],['customer_service']
6897,['spirit_airline'],"['check-in_boarding', 'comfort', 'customer_service']"
6898,['spirit_airline'],['monetary_values']
6899,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6900,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
6901,"['spirit_airline', 'southwest_airline']","['monetary_values', 'check-in_boarding', 'customer_service']"
6902,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
6903,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
6904,['spirit_airline'],['customer_service']
6905,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
6906,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6907,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
6908,['spirit_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
6909,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
6910,['spirit_airline'],"['comfort', 'customer_service', 'check-in_boarding']"
6911,['spirit_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
6912,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
6913,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6914,['spirit_airline'],"['customer_service', 'check-in_boarding']"
6915,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6916,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6917,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
6918,['spirit_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
6919,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
6921,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6922,['spirit_airline'],"['customer_service', 'comfort', 'check-in_boarding', 'monetary_values']"
6923,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'cleanliness']"
6924,"['spirit_airline', 'southwest_airline']","['monetary_values', 'customer_service']"
6925,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
6926,['spirit_airline'],"['check-in_boarding', 'customer_service', 'comfort', 'monetary_values', 'food_beverage']"
6927,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6928,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
6929,"['spirit_airline', 'delta_airline']","['monetary_values', 'customer_service', 'check-in_boarding']"
6930,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6931,['spirit_airline'],"['monetary_values', 'customer_service']"
6932,['spirit_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
6933,['spirit_airline'],['check-in_boarding']
6934,['spirit_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
6935,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6936,['spirit_airline'],"['monetary_values', 'customer_service']"
6937,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6938,['spirit_airline'],['check-in_boarding']
6939,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
6940,['spirit_airline'],"['monetary_values', 'customer_service']"
6941,['spirit_airline'],"['customer_service', 'check-in_boarding']"
6942,['spirit_airline'],['check-in_boarding']
6943,['spirit_airline'],['monetary_values']
6944,['spirit_airline'],['monetary_values']
6945,['spirit_airline'],['check-in_boarding']
6946,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6947,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
6948,"['spirit_airline', 'united_airline']","['check-in_boarding', 'monetary_values']"
6949,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']"
6950,['spirit_airline'],"['customer_service', 'monetary_values']"
6951,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'food_beverage']"
6952,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6953,['spirit_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
6954,['spirit_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
6955,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort']"
6956,['spirit_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
6957,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6958,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6959,['spirit_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
6960,['spirit_airline'],"['customer_service', 'monetary_values']"
6961,['spirit_airline'],['customer_service']
6962,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6963,['spirit_airline'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
6964,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
6965,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6966,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6967,['spirit_airline'],['check-in_boarding']
6968,['spirit_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
6969,['spirit_airline'],"['check-in_boarding', 'comfort', 'monetary_values']"
6970,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6971,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
6972,['spirit_airline'],"['customer_service', 'check-in_boarding']"
6973,['spirit_airline'],['check-in_boarding']
6974,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
6975,"['spirit_airline', 'delta_airline']","['check-in_boarding', 'monetary_values']"
6976,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6977,['spirit_airline'],"['monetary_values', 'customer_service', 'comfort', 'check-in_boarding']"
6978,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6979,['spirit_airline'],"['comfort', 'customer_service']"
6981,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6982,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
6983,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6984,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
6985,['spirit_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
6986,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
6987,['spirit_airline'],['check-in_boarding']
6988,['spirit_airline'],"['check-in_boarding', 'customer_service']"
6989,['spirit_airline'],"['customer_service', 'monetary_values']"
6990,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'food_beverage']"
6991,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6992,['spirit_airline'],"['customer_service', 'check-in_boarding', 'comfort']"
6993,['spirit_airline'],"['customer_service', 'food_beverage', 'monetary_values', 'in-flight_entertainment', 'check-in_boarding', 'cleanliness']"
6994,['spirit_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
6995,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
6996,['spirit_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
6997,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
6998,['spirit_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values']"
6999,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
7000,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']"
7001,"['spirit_airline', 'united_airline', 'southwest_airline']","['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']"
7002,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
7003,['spirit_airline'],"['monetary_values', 'customer_service']"
7004,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']"
7005,['spirit_airline'],"['check-in_boarding', 'customer_service']"
7006,['spirit_airline'],"['monetary_values', 'customer_service']"
7007,['spirit_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
7008,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
7009,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7010,['spirit_airline'],"['check-in_boarding', 'customer_service']"
7011,"['spirit_airline', 'southwest_airline']","['monetary_values', 'check-in_boarding', 'comfort', 'food_beverage', 'customer_service']"
7012,"['spirit_airline', 'delta_airline']","['check-in_boarding', 'monetary_values', 'comfort']"
7013,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
7014,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
7015,['spirit_airline'],['check-in_boarding']
7016,['spirit_airline'],"['customer_service', 'monetary_values']"
7017,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7018,['spirit_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
7019,['spirit_airline'],['check-in_boarding']
7020,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7021,['spirit_airline'],['check-in_boarding']
7022,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7023,['spirit_airline'],"['customer_service', 'check-in_boarding']"
7024,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7025,['spirit_airline'],"['check-in_boarding', 'customer_service']"
7026,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
7027,['spirit_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
7028,['spirit_airline'],"['customer_service', 'monetary_values', 'comfort']"
7029,['spirit_airline'],"['check-in_boarding', 'comfort']"
7030,['spirit_airline'],"['monetary_values', 'food_beverage', 'in-flight_entertainment', 'customer_service']"
7031,['spirit_airline'],"['check-in_boarding', 'customer_service']"
7032,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
7033,['spirit_airline'],"['customer_service', 'check-in_boarding']"
7034,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service', 'food_beverage']"
7035,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
7036,['spirit_airline'],"['comfort', 'check-in_boarding']"
7037,['spirit_airline'],"['customer_service', 'food_beverage', 'monetary_values', 'check-in_boarding']"
7038,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7039,['spirit_airline'],"['monetary_values', 'customer_service']"
7040,['spirit_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
7041,['spirit_airline'],['check-in_boarding']
7042,['spirit_airline'],"['check-in_boarding', 'customer_service']"
7043,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
7044,['spirit_airline'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
7045,"['spirit_airline', 'american_airline']","['check-in_boarding', 'customer_service', 'monetary_values']"
7046,['spirit_airline'],"['monetary_values', 'comfort', 'customer_service']"
7047,['spirit_airline'],"['comfort', 'check-in_boarding', 'customer_service']"
7048,['spirit_airline'],"['monetary_values', 'customer_service']"
7049,['spirit_airline'],"['comfort', 'monetary_values', 'check-in_boarding', 'customer_service']"
7050,['spirit_airline'],['check-in_boarding']
7051,['spirit_airline'],"['monetary_values', 'customer_service']"
7052,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
7053,['spirit_airline'],['monetary_values']
7054,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7055,['spirit_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
7056,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
7057,['spirit_airline'],"['monetary_values', 'comfort', 'customer_service', 'check-in_boarding']"
7058,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
7059,"['spirit_airline', 'delta_airline']","['check-in_boarding', 'customer_service']"
7060,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
7061,['spirit_airline'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage', 'monetary_values']"
7062,['spirit_airline'],"['customer_service', 'check-in_boarding', 'monetary_values', 'food_beverage']"
7063,['spirit_airline'],['check-in_boarding']
7064,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
7065,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
7066,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
7067,['spirit_airline'],['customer_service']
7068,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7069,['spirit_airline'],['check-in_boarding']
7070,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
7071,['spirit_airline'],"['check-in_boarding', 'in-flight_entertainment', 'monetary_values', 'customer_service']"
7072,['spirit_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
7073,['spirit_airline'],"['check-in_boarding', 'customer_service']"
7074,['spirit_airline'],"['comfort', 'monetary_values']"
7075,['spirit_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
7076,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
7077,['spirit_airline'],"['check-in_boarding', 'monetary_values']"
7078,['spirit_airline'],"['monetary_values', 'check-in_boarding']"
7079,['spirit_airline'],"['comfort', 'check-in_boarding', 'monetary_values']"
7080,['spirit_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
7081,['spirit_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
7082,['spirit_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
